datasetName,testSetSize,totNumFlaky,totNumNonFlaky,numFlakyTrain,numNonFlakyTrain,numFlakyTest,numNonFlakyTest,totTrainTime,totTestTime,avgTestTime,f1Score,Precision,Recall,Accuracy,Sensitivity,Specificity,tp,fp,fn,tn,tp_norm,fp_norm,fn_norm,tn_norm
PalombaEtAl_apache-qpid,0.4,271,1895,163,1136,108,759,0.821326484,0.636893939,0.000734595,0.664893572,0.815412228,0.562037037,0.929527105,0.562037037,0.981818182,60.7,13.8,47.3,745.2,0.814765101,0.185234899,0.059684543,0.940315457
PalombaEtAl_apache-qpid,0.65,271,1895,95,663,176,1232,0.47968572,0.98292765,0.000698102,0.590390143,0.808388415,0.466477273,0.919247159,0.466477273,0.983928571,82.1,19.8,93.9,1212.2,0.805691855,0.194308145,0.071893423,0.928106577
PalombaEtAl_apache-qpid,0.6,271,1895,108,758,163,1137,0.547279777,0.918878408,0.00070683,0.610293335,0.80283545,0.493865031,0.921230769,0.493865031,0.982497801,80.5,19.9,82.5,1117.1,0.801792829,0.198207171,0.068772924,0.931227076
PalombaEtAl_apache-qpid,0.7,271,1895,81,568,190,1327,0.410609846,1.033470841,0.00068126,0.56068029,0.821990396,0.426315789,0.916348055,0.426315789,0.986510927,81,17.9,109,1309.1,0.8190091,0.1809909,0.076863409,0.923136591
PalombaEtAl_apache-qpid,0.3,271,1895,190,1326,81,569,0.958661718,0.502759196,0.000773476,0.674525585,0.802546666,0.583950617,0.93,0.583950617,0.979261863,47.3,11.8,33.7,557.2,0.800338409,0.199661591,0.057031647,0.942968353
PalombaEtAl_apache-qpid,0.2,271,1895,217,1515,54,380,1.095022948,0.34166189,0.000787239,0.697129897,0.786875765,0.62962963,0.93202765,0.62962963,0.975,34,9.5,20,370.5,0.781609195,0.218390805,0.051216389,0.948783611
PalombaEtAl_apache-qpid,0.75,271,1895,68,473,203,1422,0.342116302,1.100373451,0.000677153,0.483983415,0.75636991,0.361576355,0.904676923,0.361576355,0.982208158,73.4,25.3,129.6,1396.7,0.74366768,0.25633232,0.084911223,0.915088777
PalombaEtAl_apache-qpid,0.1,271,1895,244,1705,27,190,1.231523015,0.181665965,0.00083717,0.687868036,0.779347781,0.622222222,0.929953917,0.622222222,0.973684211,16.8,5,10.2,185,0.770642202,0.229357798,0.052254098,0.947745902
PalombaEtAl_apache-qpid,0.15,271,1895,230,1611,41,284,1.16395976,0.261718018,0.000805286,0.704526407,0.80449893,0.629268293,0.933538462,0.629268293,0.977464789,25.8,6.4,15.2,277.6,0.801242236,0.198757764,0.051912568,0.948087432
PalombaEtAl_apache-wicket,0.6,216,1866,86,746,130,1120,0.488304985,0.815752744,0.000652602,0.445422264,0.698744835,0.333846154,0.91448,0.333846154,0.981875,43.4,20.3,86.6,1099.7,0.681318681,0.318681319,0.073000084,0.926999916
PalombaEtAl_apache-wicket,0.95,216,1866,11,93,205,1773,0.061495786,1.190886606,0.000602066,0.103251427,0.739320353,0.058536585,0.897775531,0.058536585,0.994811055,12,9.2,193,1763.8,0.566037736,0.433962264,0.098630417,0.901369583
PalombaEtAl_apache-wicket,0.7,216,1866,65,559,151,1307,0.366119044,0.92607183,0.000635166,0.384950449,0.66785871,0.278807947,0.908367627,0.278807947,0.98110176,42.1,24.7,108.9,1282.3,0.630239521,0.369760479,0.078277746,0.921722254
PalombaEtAl_apache-wicket,0.5,216,1866,108,933,108,933,0.610011628,0.694955787,0.000667585,0.506701989,0.652843751,0.419444444,0.915465898,0.419444444,0.972883173,45.3,25.3,62.7,907.7,0.641643059,0.358356941,0.064612531,0.935387469
PalombaEtAl_apache-wicket,0.55,216,1866,97,839,119,1027,0.549312443,0.760247378,0.000663392,0.455061916,0.641147568,0.356302521,0.911169284,0.356302521,0.975462512,42.4,25.2,76.6,1001.8,0.627218935,0.372781065,0.071031157,0.928968843
PalombaEtAl_apache-wicket,0.4,216,1866,130,1119,86,747,0.732308001,0.564833312,0.000678071,0.558022975,0.715713331,0.461627907,0.925090036,0.461627907,0.978447122,39.7,16.1,46.3,730.9,0.711469534,0.288530466,0.059572826,0.940427174
PalombaEtAl_apache-wicket,0.45,216,1866,119,1026,97,840,0.671425362,0.625485916,0.000667541,0.535565023,0.709188549,0.43814433,0.921771612,0.43814433,0.977619048,42.5,18.8,54.5,821.2,0.693311582,0.306688418,0.062235926,0.937764074
PalombaEtAl_apache-wicket,0.1,216,1866,194,1679,22,187,1.097938031,0.158107867,0.000756497,0.65276066,0.79540733,0.559090909,0.937799043,0.559090909,0.982352941,12.3,3.3,9.7,183.7,0.788461538,0.211538462,0.050155119,0.949844881
PalombaEtAl_apache-wicket,0.3,216,1866,151,1306,65,560,0.853829967,0.423402423,0.000677444,0.59218048,0.771395543,0.483076923,0.93104,0.483076923,0.983035714,31.4,9.5,33.6,550.5,0.767726161,0.232273839,0.057524397,0.942475603
PalombaEtAl_apache-wicket,0.85,216,1866,32,280,184,1586,0.183344565,1.088908164,0.000615202,0.224173068,0.628425042,0.144021739,0.89920904,0.144021739,0.986822194,26.5,20.9,157.5,1565.1,0.55907173,0.44092827,0.091431557,0.908568443
PalombaEtAl_apache-wicket,0.2,216,1866,173,1492,43,374,0.976043912,0.303072919,0.000726794,0.66418657,0.757419372,0.595348837,0.93764988,0.595348837,0.977005348,25.6,8.6,17.4,365.4,0.748538012,0.251461988,0.045454545,0.954545455
PalombaEtAl_apache-wicket,0.35,216,1866,140,1213,76,653,0.79306536,0.498890122,0.000684349,0.568265368,0.731889422,0.469736842,0.925651578,0.469736842,0.978713629,35.7,13.9,40.3,639.1,0.719758065,0.280241935,0.059317044,0.940682956
PalombaEtAl_apache-wicket,0.25,216,1866,162,1399,54,467,0.914740283,0.357059955,0.000685336,0.605878749,0.753590385,0.509259259,0.931669866,0.509259259,0.980513919,27.5,9.1,26.5,457.9,0.75136612,0.24863388,0.054706854,0.945293146
PalombaEtAl_apache-wicket,0.15,216,1866,184,1585,32,281,1.037366843,0.228379712,0.000729648,0.673274241,0.793072286,0.5875,0.942172524,0.5875,0.982562278,18.8,4.9,13.2,276.1,0.793248945,0.206751055,0.045627376,0.954372624
PalombaEtAl_apache-wicket,0.75,216,1866,54,466,162,1400,0.305390811,0.981577481,0.000628411,0.327767563,0.547104017,0.24382716,0.896670935,0.24382716,0.972214286,39.5,38.9,122.5,1361.1,0.503826531,0.496173469,0.082569426,0.917430574
PalombaEtAl_apache-wicket,0.9,216,1866,22,186,194,1680,0.122324648,1.137941905,0.000607226,0.177217718,0.553117059,0.11443299,0.893596585,0.11443299,0.983571429,22.2,27.6,171.8,1652.4,0.445783133,0.554216867,0.09417827,0.90582173
PalombaEtAl_apache-wicket,0.65,216,1866,76,652,140,1214,0.426877916,0.874732832,0.000646036,0.423634625,0.687532334,0.308571429,0.913367799,0.308571429,0.983113674,43.2,20.5,96.8,1193.5,0.678178964,0.321821036,0.075021313,0.924978687
PalombaEtAl_apache-wicket,0.8,216,1866,43,373,173,1493,0.244105446,1.035347054,0.000621457,0.297155412,0.585775996,0.210982659,0.898439376,0.210982659,0.97809779,36.5,32.7,136.5,1460.3,0.527456647,0.472543353,0.085483467,0.914516533
PalombaEtAl_lucene-solr,0.7,7,5327,2,1598,5,3729,1.074993645,2.805071659,0.000751224,0.333333333,1,0.02,0.998687734,0.02,1,0.1,0,4.9,3729,1,0,0.001312301,0.998687699
PalombaEtAl_lucene-solr,0.6,7,5327,3,2130,4,3197,1.433335881,2.492403228,0.000778633,0.4,1,0.05,0.998812871,0.05,1,0.2,0,3.8,3197,1,0,0.001187203,0.998812797
PalombaEtAl_lucene-solr,0.45,7,5327,4,2929,3,2398,1.97037712,1.956933509,0.000815049,0.5,1,0.1,0.998875469,0.1,1,0.3,0,2.7,2398,1,0,0.001124672,0.998875328
PalombaEtAl_lucene-solr,0.4,7,5327,4,3196,3,2131,2.149283696,1.771351257,0.000830062,0.5,1,0.1,0.99873477,0.1,1,0.3,0,2.7,2131,1,0,0.001265408,0.998734592
PalombaEtAl_lucene-solr,0.5,7,5327,3.5,2663.5,3.5,2663.5,1.791687569,2.14405575,0.00080392,-,-,0,0.998687664,0,1,0,0,3.5,2663.5,-,-,-,-
PalombaEtAl_lucene-solr,0.85,7,5327,1,799,6,4528,0.537600732,3.241036861,0.000714829,-,-,0,0.998676665,0,1,0,0,6,4528,-,-,-,-
PalombaEtAl_lucene-solr,0.1,7,5327,6,4794,1,533,3.224410244,0.51981713,0.00097344,1,1,0.3,0.998689139,0.3,1,0.3,0,0.7,533,1,0,0.001311598,0.998688402
PalombaEtAl_lucene-solr,0.55,7,5327,3,2397,4,2930,1.612579585,2.318619361,0.000790259,-,-,0,0.998636673,0,1,0,0,4,2930,-,-,-,-
PalombaEtAl_lucene-solr,0.2,7,5327,6,4261,1,1066,2.866706208,0.953172421,0.00089332,1,1,0.3,0.999343955,0.3,1,0.3,0,0.7,1066,1,0,0.000656229,0.999343771
PalombaEtAl_lucene-solr,0.3,7,5327,5,3728,2,1599,2.507602969,1.378592531,0.000861082,0.833333333,1,0.3,0.999125547,0.3,1,0.6,0,1.4,1599,1,0,0.000874781,0.999125219
PalombaEtAl_lucene-solr,0.25,7,5327,5,3995,2,1332,2.687396774,1.164397243,0.000872862,0.777777778,1,0.2,0.9988006,0.2,1,0.4,0,1.6,1332,1,0,0.00119976,0.99880024
PalombaEtAl_lucene-solr,0.35,7,5327,5,3462,2,1865,2.329178849,1.577593304,0.000844988,0.733333333,1,0.3,0.999250134,0.3,1,0.6,0,1.4,1865,1,0,0.000750107,0.999249893
PalombaEtAl_lucene-solr,0.15,7,5327,6,4527,1,800,3.04461992,0.729516668,0.000910757,1,1,0.2,0.999001248,0.2,1,0.2,0,0.8,800,1,0,0.000999001,0.999000999
PalombaEtAl_lucene-solr,0.65,7,5327,2,1864,5,3463,1.254103304,2.661557826,0.000767462,-,-,0,0.998558247,0,1,0,0,5,3463,-,-,-,-
PalombaEtAl_lucene-solr,0.8,7,5327,1,1065,6,4262,0.716253255,3.120557476,0.000731152,-,-,0,0.998594189,0,1,0,0,6,4262,-,-,-,-
PalombaEtAl_lucene-solr,0.9,7,5327,1,532,6,4795,0.358373671,3.376523549,0.000703296,-,-,0,0.99875026,0,1,0,0,6,4795,-,-,-,-
PalombaEtAl_lucene-solr,0.75,7,5327,2,1331,5,3996,0.896349444,2.962457717,0.000740429,0.333333333,1,0.02,0.998775306,0.02,1,0.1,0,4.9,3996,1,0,0.001224724,0.998775276
